respondent_id,region_str,psu,weight,age,female,educ_raw,income_k,trust_gov,trust_media,trust_science,trust_local,policy_support,voted_last_election,satisfaction
350,Midwest ,6,1.0874,54,1,2,19.3,1,1,1,1,4,1,5.9
351,Midwest ,27,1.2867,38,1,3,21.1,1,1,1,1,4,0,6.4
352,SOUTH,29,0.7062,30,1,3,98.0,4,2,1,1,4,0,7.4
353,SOUTH,15,0.77,54,0,2,81.1,5,5,5,5,4,1,6.2
354,Midwest ,1,0.9282,27,1,4,26.2,5,3,5,2,4,0,7.3
355,Midwest ,21,1.1748,70,1,4,42.3,2,5,3,5,4,1,5.6
356,SOUTH,14,0.6865,32,0,5,62.7,1,2,3,3,4,0,4.7
357, northeast,28,1.2942,58,0,1,46.4,5,3,3,3,4,1,7.9
358,SOUTH,1,1.0025,18,1,3,53.2,4,1,2,1,4,0,6.6
359,SOUTH,20,0.6514,51,0,3,29.2,2,3,1,5,4,1,6.9
360,west,29,0.7275,60,0,4,62.3,1,2,2,4,3,0,8.5
361, northeast,27,1.4054,35,1,3,33.4,4,3,2,5,4,1,8.1
362,SOUTH,28,0.9229,58,1,3,68.7,2,1,1,1,4,1,4.9
363, northeast,14,1.155,47,0,3,72.1,5,1,1,3,4,0,8.4
364,west,22,0.7283,44,1,4,28.3,3,3,2,4,4,1,5.8
365, northeast,2,1.2412,26,1,2,47.2,4,2,-99,3,4,1,6.4
366,SOUTH,4,0.7489,57,1,3,N/A,4,5,1,3,4,0,4.9
367,west,24,0.6688,47,1,3,33.9,-99,5,3,-99,4,0,7.0
368,Midwest ,15,1.0231,79,0,2,37.6,4,4,5,5,4,1,7.4
369,Midwest ,30,1.1221,55,1,3,66.5,4,5,4,4,4,0,8.0
370,SOUTH,28,0.8985,64,0,2,12.2,3,2,1,2,4,1,6.2
371, northeast,15,1.5139,56,0,2,38.0,1,2,4,5,4,1,6.9
372,SOUTH,26,0.9057,49,1,3,16.8,5,5,5,5,4,1,7.9
373,Midwest ,17,1.0887,70,1,4,39.6,2,5,-99,5,4,1,7.8
374,Midwest ,23,1.0959,18,1,3,18.3,1,2,1,1,4,0,8.5
375,west,22,0.5894,61,0,5,26.8,3,4,1,3,4,1,6.9
376,west,1,0.6508,42,1,3,26.9,2,1,1,1,4,1,4.1
377,west,30,0.5971,45,0,3,34.7,3,1,1,1,3,0,4.9
378,SOUTH,30,0.8587,32,1,2,15.2,1,2,1,1,3,0,5.9
379,SOUTH,7,0.6103,38,0,3,30.1,3,5,3,3,4,0,7.0
380, northeast,16,1.2581,56,0,3,,3,4,4,5,4,1,8.0
381, northeast,21,1.4947,55,1,3,76.6,4,1,2,2,4,1,6.0
382, northeast,24,1.3017,71,0,2,65.4,2,2,2,1,4,1,3.4
383, northeast,19,1.3228,53,0,1,60.7,5,5,4,5,4,0,8.2
384,west,30,0.6699,65,0,2,63.2,5,5,5,5,4,1,4.0
385,west,11,0.849,35,0,2,N/A,3,5,2,3,4,0,6.4
386,SOUTH,23,0.7714,58,0,2,34.9,1,1,1,1,2,0,4.6
387, northeast,13,1.4038,87,1,1,20.5,4,5,4,5,4,1,7.2
388, northeast,19,1.1723,18,1,2,35.8,5,1,1,4,4,0,4.2
389,Midwest ,23,1.0178,28,0,4,61.5,1,4,3,3,3,0,8.0
390,west,25,0.8174,21,0,4,34.0,4,1,1,1,4,0,5.5
391,Midwest ,15,1.1218,51,0,1,23.0,3,3,3,5,4,0,8.0
392, northeast,1,1.3741,31,0,4,53.0,5,1,2,3,4,1,7.1
393, northeast,18,1.1631,40,0,1,28.4,5,5,5,3,4,0,6.7
394, northeast,10,1.2381,31,0,4,46.4,5,5,5,5,4,1,7.0
395,west,25,0.758,76,0,2,23.4,2,3,2,4,1,1,5.3
396, northeast,16,1.2569,87,1,3,34.3,2,1,1,1,2,1,4.8
397,west,4,0.6857,37,0,2,38.5,5,-99,5,5,4,0,7.8
398, northeast,4,1.4278,REFUSED,0,2,44.6,3,4,3,5,4,0,8.0
399,west,13,0.7998,28,1,3,36.7,3,5,5,4,4,0,6.9
400,west,27,0.8289,68,0,2,26.5,2,-99,1,2,2,1,5.6
401,Midwest ,28,1.2092,24,0,4,22.4,2,4,3,4,4,1,9.2
402,west,14,0.8264,48,0,4,23.2,5,4,2,3,4,1,5.8
403,west,13,0.7322,21,1,2,19.2,3,5,3,5,4,0,6.5
404,Midwest ,24,1.103,32,0,3,42.4,2,3,3,5,4,0,8.1
405,SOUTH,3,0.8421,47,1,2,63.1,3,2,5,3,4,1,5.0
406,Midwest ,23,1.0972,48,1,3,18.7,1,2,3,2,3,1,6.2
407,SOUTH,1,1.0352,36,1,3,30.0,3,4,4,4,4,1,7.0
408,SOUTH,17,1.1135,38,0,2,46.8,1,1,2,1,4,0,3.0
409,SOUTH,8,0.8608,32,1,5,35.4,-99,1,4,4,4,0,4.6
410,west,7,0.8981,52,1,3,,4,4,3,5,4,1,8.5
411, northeast,19,1.2355,50,0,2,39.1,1,1,1,-99,2,1,5.2
412, northeast,22,1.0351,39,1,4,N/A,5,3,1,3,4,1,4.8
413,Midwest ,3,1.0046,29,1,2,38.1,5,5,5,5,4,1,6.5
414, northeast,26,1.3554,35,0,4,86.6,5,5,5,5,4,1,8.1
415, northeast,6,1.0816,51,1,3,35.5,5,5,4,4,4,1,6.2
416,Midwest ,14,1.1053,19,0,4,80.2,3,5,4,4,4,0,7.6
417,west,8,0.6649,41,1,3,28.5,5,3,-99,4,4,1,6.6
418, northeast,10,1.4618,47,0,2,35.8,3,2,4,5,4,1,5.0
419, northeast,16,1.4163,74,1,2,50.8,4,5,5,5,4,1,7.8
420,Midwest ,22,1.4408,34,0,5,38.9,4,-99,2,5,4,1,7.5
421,SOUTH,8,0.881,60,1,3,17.6,1,1,2,1,2,0,5.1
422,west,17,0.9126,31,0,2,16.1,1,2,1,1,3,0,5.3
423,SOUTH,28,0.7492,44,0,3,41.8,5,3,5,4,4,0,7.9
424,SOUTH,7,0.8861,48,0,2,58.2,4,3,5,2,4,0,7.4
425,west,5,0.6605,58,1,1,N/A,5,5,5,5,4,1,7.1
426,Midwest ,23,1.0491,54,1,2,14.5,5,4,4,5,4,0,5.6
427, northeast,21,1.2535,36,1,4,30.1,3,1,2,3,4,1,6.7
428,SOUTH,24,1.1812,REFUSED,0,3,22.4,4,3,4,5,4,1,8.3
429, northeast,8,1.6981,55,0,3,57.4,3,5,5,-99,4,1,7.5
430,west,24,0.7859,53,0,4,43.2,2,2,5,4,4,1,4.2
431,west,12,0.7112,50,0,2,27.0,2,3,1,2,4,1,7.3
432,Midwest ,6,1.2433,18,1,3,72.0,5,3,5,3,4,1,8.8
433,SOUTH,5,0.7735,22,0,3,40.8,1,1,1,1,4,0,6.5
434,west,26,0.8137,32,1,2,71.3,5,5,5,5,4,0,6.2
435,SOUTH,27,1.0247,35,1,3,31.5,3,3,5,5,4,1,7.0
436, northeast,2,1.6077,55,1,3,28.9,4,3,4,5,4,1,7.9
437,Midwest ,3,1.1874,48,1,3,20.0,4,5,5,1,4,1,6.1
438,west,19,0.7651,36,1,3,38.0,4,5,5,5,4,1,5.9
439,SOUTH,20,0.7018,45,0,3,47.9,2,1,2,1,4,1,4.4
440, northeast,23,1.7071,59,0,3,28.7,5,3,3,5,4,1,7.8
441,SOUTH,6,0.9152,38,1,3,34.2,1,1,1,1,1,0,5.4
442, northeast,2,1.1612,29,1,3,26.2,1,1,3,1,2,0,4.1
443,west,30,0.8233,18,0,1,15.8,5,5,4,5,4,0,8.0
444,Midwest ,18,0.8965,59,0,4,41.7,3,4,3,2,4,1,7.1
445,Midwest ,17,1.3118,60,0,2,25.6,3,3,1,5,4,0,7.6
446,west,25,0.7646,44,0,2,32.0,2,4,5,5,2,1,6.1
447, northeast,10,1.389,66,1,2,12.6,2,2,1,1,3,1,5.0
448,SOUTH,27,0.7547,28,1,2,71.3,1,1,1,1,4,0,4.5
449,west,7,0.9296,29,0,2,18.1,2,1,1,1,4,1,7.2
450,Midwest ,28,1.0226,41,1,3,15.8,5,2,-99,2,4,0,5.4
451,Midwest ,20,0.9453,38,0,2,16.9,2,3,1,3,4,1,7.8
452,Midwest ,25,0.9361,23,0,2,62.9,-99,5,5,-99,4,0,8.4
453, northeast,15,1.3636,40,1,1,31.9,1,1,1,2,4,0,5.9
454,west,4,0.7477,40,0,3,30.3,1,4,1,3,4,0,5.9
455,west,26,0.644,35,0,4,42.1,4,2,5,3,4,1,6.7
456,Midwest ,28,1.2962,43,0,3,26.3,1,1,4,1,4,1,4.8
457,SOUTH,9,0.7579,49,1,3,18.7,4,4,3,2,4,1,7.8
458,SOUTH,8,0.6647,63,1,2,10.2,3,2,3,4,4,1,7.4
459,SOUTH,23,0.8861,41,1,2,30.3,3,1,3,4,3,0,7.4
460,SOUTH,30,0.6605,39,0,3,20.6,1,3,4,1,4,1,7.0
461,Midwest ,27,1.0368,75,1,4,42.8,5,5,5,5,4,1,5.5
462, northeast,19,1.2497,18,1,3,33.7,4,4,3,4,4,1,7.3
463, northeast,12,1.5285,18,0,2,52.9,1,1,3,1,4,0,6.7
464,SOUTH,8,0.899,33,0,2,36.1,1,2,-99,1,4,0,6.2
465,Midwest ,14,0.952,42,1,3,56.5,4,3,1,1,4,1,5.8
466,SOUTH,12,0.9808,61,0,4,22.9,1,4,4,3,4,0,7.4
467,SOUTH,20,0.8028,46,1,3,28.1,2,3,5,4,4,1,8.6
468,Midwest ,22,1.0236,67,1,3,36.9,5,5,5,4,4,0,7.4
469, northeast,1,1.0674,41,1,4,65.5,1,1,2,2,1,1,5.6
470,west,26,0.7348,38,1,4,20.9,3,1,1,3,4,0,6.5
471,west,9,0.6721,51,1,2,55.5,4,4,2,-99,4,1,3.7
472,SOUTH,7,0.9807,47,0,3,29.4,4,3,4,5,4,1,8.7
473,Midwest ,16,1.0893,39,0,4,40.9,4,5,4,3,4,1,6.4
474, northeast,1,1.4327,50,1,3,37.2,-99,1,4,4,4,1,5.5
475,Midwest ,18,1.3389,18,1,2,44.0,1,1,1,1,4,0,5.5
476, northeast,12,1.5653,42,0,2,28.9,1,1,3,3,4,0,4.0
477,SOUTH,30,0.6899,54,1,2,25.2,3,1,5,3,3,1,6.8
478, northeast,17,1.2121,48,1,3,30.2,5,5,5,5,4,0,8.1
479,west,25,0.9388,18,1,4,19.7,4,-99,2,2,4,0,6.1
480,SOUTH,28,0.7909,54,1,3,83.3,5,5,5,4,4,0,6.6
481, northeast,15,1.1359,36,0,3,20.1,5,3,1,3,4,0,5.7
482,SOUTH,1,0.72,61,0,3,50.5,5,3,5,4,4,1,7.5
483, northeast,1,0.8222,37,0,5,61.9,3,1,3,5,4,0,5.5
484,west,11,0.8687,64,0,3,49.4,4,5,4,4,4,1,8.4
485,SOUTH,17,0.9428,24,0,1,43.6,1,1,1,2,2,0,5.6
486,west,12,0.6379,53,0,2,48.4,5,4,5,5,4,0,6.2
487,west,7,1.0123,46,1,2,62.0,2,3,3,2,4,1,6.2
488,SOUTH,1,0.775,55,0,4,N/A,2,1,2,3,4,1,5.8
489, northeast,1,1.5915,44,0,2,47.8,1,3,3,3,3,1,5.7
490,SOUTH,16,0.678,REFUSED,0,4,42.0,2,1,2,1,4,1,5.4
491,west,8,0.8109,75,1,3,33.3,4,5,5,4,4,1,5.9
492,SOUTH,26,0.7953,61,0,3,48.3,1,1,1,-99,4,0,3.9
493,Midwest ,11,1.0081,41,0,2,37.8,3,4,4,5,4,1,6.5
494,west,4,0.7642,53,1,2,48.9,5,5,5,5,4,1,8.7
495,Midwest ,6,0.9398,40,0,2,31.6,3,4,2,5,4,1,7.2
496, northeast,5,1.1371,32,0,3,184.9,4,5,3,4,4,0,6.8
497,west,16,0.721,67,0,2,100.8,1,4,1,2,3,1,5.7
498, northeast,16,1.7182,74,1,3,62.1,5,1,5,4,4,1,4.6
499,west,6,0.8079,61,1,3,,5,5,4,5,4,1,8.0
500, northeast,28,1.1387,81,0,3,,1,1,1,1,1,0,6.7
501,west,1,0.8003,24,0,3,85.7,5,4,1,2,4,0,5.7
502,SOUTH,10,0.7428,33,0,4,14.4,2,3,5,3,4,1,5.2
503, northeast,4,1.0736,63,0,3,40.7,5,5,-99,5,4,1,5.6
504, northeast,18,1.5798,41,0,2,66.8,2,-99,3,1,4,0,8.1
505,Midwest ,15,0.9725,37,0,4,21.0,5,5,1,5,4,0,4.8
506,SOUTH,16,1.035,60,0,3,111.3,2,5,4,5,4,1,5.0
507,SOUTH,12,0.7641,40,0,3,14.3,3,3,3,2,4,1,4.7
508,SOUTH,2,0.8236,45,0,4,51.9,5,3,4,5,3,1,7.6
509,west,28,0.9486,18,0,2,9.9,1,3,2,1,3,0,4.9
510, northeast,17,1.721,46,1,4,44.1,1,1,1,1,4,1,5.5
511, northeast,17,1.5766,77,1,2,,2,3,2,2,4,1,4.5
512,west,30,0.7195,46,0,3,42.9,1,4,4,1,2,1,5.1
513,Midwest ,21,0.8996,58,0,2,50.9,5,3,5,5,4,1,8.3
514,Midwest ,5,1.1336,74,0,2,22.2,2,3,3,4,3,0,6.5
515,Midwest ,14,1.328,41,0,4,47.8,2,3,3,3,4,1,6.7
516,west,10,0.7202,26,1,4,38.3,3,4,2,3,4,0,6.6
517,SOUTH,13,0.8909,64,0,2,11.4,3,4,2,5,4,1,6.5
518,Midwest ,11,1.2353,48,0,4,14.4,4,2,2,2,4,1,6.7
519,SOUTH,13,0.572,53,0,3,14.9,4,5,4,-99,4,1,5.9
520,Midwest ,11,1.2173,42,0,3,93.4,3,5,3,4,4,0,7.8
521,west,30,0.7417,42,1,4,26.4,3,2,3,3,4,1,5.4
522,Midwest ,24,1.3774,56,0,3,N/A,2,2,3,2,4,1,4.7
523,SOUTH,14,0.9202,44,0,2,21.8,2,1,1,3,3,1,6.5
524, northeast,28,1.3037,44,1,4,15.7,2,1,1,1,3,1,4.7
525,Midwest ,22,1.1979,18,0,3,33.0,4,2,2,4,4,1,5.9
526,SOUTH,4,0.6863,35,0,3,49.6,5,5,5,5,4,0,4.1
527,SOUTH,2,0.9048,33,0,3,N/A,5,5,5,5,4,0,8.3
528,Midwest ,6,0.9673,56,1,2,19.7,1,2,1,1,3,1,5.9
529, northeast,30,1.4959,49,1,4,24.6,1,1,1,1,3,1,6.2
530, northeast,30,1.2143,60,0,2,21.3,5,3,5,2,4,0,5.9
531, northeast,29,1.1683,36,1,3,50.5,5,1,5,4,4,0,7.8
532,SOUTH,3,1.0224,61,0,2,107.0,3,1,1,5,2,0,7.7
533,Midwest ,9,1.2375,51,0,2,50.1,4,4,3,5,4,0,5.5
534,Midwest ,30,0.9499,44,0,4,27.4,1,1,2,1,3,1,4.4
535,west,19,0.7211,60,0,3,19.1,1,4,2,5,4,1,5.4
536,SOUTH,10,0.6659,38,1,2,15.7,5,2,1,1,4,0,4.8
537,Midwest ,12,1.0346,68,1,1,29.7,1,3,2,2,2,1,4.6
538, northeast,9,1.3629,18,1,3,28.3,2,1,1,-99,4,0,5.8
539,SOUTH,15,0.8955,66,1,3,22.2,2,-99,2,2,3,1,4.7
540,west,17,0.6422,57,1,1,49.4,3,4,5,5,4,0,5.1
541, northeast,30,1.2334,18,0,1,43.2,1,1,4,4,4,0,8.1
542,SOUTH,8,0.7734,20,1,4,41.0,2,1,2,1,4,0,7.0
543,SOUTH,2,0.9002,68,0,4,,1,2,1,1,2,0,3.9
544, northeast,18,1.1053,57,1,3,66.8,2,2,1,1,4,1,3.3
545, northeast,15,1.6057,60,1,2,50.2,1,1,1,3,4,0,3.9
546,Midwest ,6,1.0337,84,0,5,N/A,5,5,5,5,4,1,7.2
547,SOUTH,6,1.4123,28,0,2,48.3,2,1,3,2,4,0,7.3
548, northeast,4,1.6199,61,0,4,31.4,2,5,1,1,4,1,3.5
549,SOUTH,22,0.7975,41,0,2,23.0,4,1,4,3,4,0,5.8
550,Midwest ,1,1.2067,33,1,4,39.5,1,3,3,4,2,0,6.4
551,west,22,0.779,71,1,2,33.0,2,1,3,1,3,1,4.1
552,SOUTH,14,0.9192,56,0,3,18.9,4,2,1,4,4,1,5.9
553,Midwest ,20,0.9587,18,0,3,81.8,5,4,5,1,4,0,5.3
554,Midwest ,19,1.2807,64,1,3,18.9,1,1,1,1,4,1,7.3
555,SOUTH,25,1.0969,47,0,3,38.6,3,3,1,2,4,1,4.4
556,Midwest ,10,1.1674,68,0,4,23.9,4,5,5,3,4,1,10.0
557,Midwest ,8,1.2371,47,1,2,41.0,-99,4,5,5,4,1,6.3
558, northeast,1,1.4068,48,1,2,74.3,4,5,4,4,4,1,6.1
559,west,6,0.7425,18,1,2,14.7,4,3,5,2,4,0,7.2
560,west,19,0.8215,25,1,2,16.4,4,-99,2,5,4,0,7.2
561, northeast,21,1.5452,49,1,2,25.2,2,1,1,1,3,1,5.4
562,Midwest ,23,1.1891,49,0,5,30.2,4,5,5,5,4,1,7.4
563, northeast,6,1.2217,54,1,3,19.0,1,1,2,2,2,1,3.2
564, northeast,28,1.1393,42,1,3,116.3,2,4,3,5,4,0,8.0
565, northeast,24,1.7652,75,1,3,33.3,4,3,5,3,4,1,4.9
566, northeast,3,1.6974,50,0,3,27.4,-99,4,3,2,4,0,5.1
567,Midwest ,19,1.3137,18,0,3,52.3,4,4,5,4,4,1,4.3
568,Midwest ,24,0.9774,59,1,2,60.1,-99,1,1,1,3,0,6.1
569,west,30,0.7505,38,1,2,13.4,3,5,2,2,4,0,3.7
570, northeast,3,1.4623,40,0,3,62.5,2,3,3,2,4,1,5.8
571, northeast,4,1.4761,45,1,4,51.1,4,4,5,3,4,1,6.3
572, northeast,1,1.4361,64,1,3,75.1,1,1,1,1,4,1,4.9
573,SOUTH,23,0.9412,36,0,3,31.8,5,3,1,1,4,1,5.1
574, northeast,30,1.4052,47,1,3,27.3,1,1,3,4,2,1,6.1
575,west,17,0.6925,29,0,4,20.9,2,2,2,1,3,0,7.0
576,Midwest ,21,1.1258,28,1,4,38.7,4,5,4,3,4,1,4.1
577,SOUTH,9,0.7589,38,0,4,29.2,1,1,1,1,4,0,2.9
578, northeast,14,1.3676,47,1,3,37.1,1,2,4,1,4,1,3.9
579,Midwest ,23,1.0428,70,0,4,84.5,4,5,5,5,4,1,7.2
580,SOUTH,20,0.8147,18,0,1,28.9,5,5,5,5,4,0,7.0
581,SOUTH,2,0.7639,57,0,5,40.5,-99,5,4,5,4,0,6.5
582, northeast,18,1.579,52,1,2,58.3,5,3,-99,5,4,1,6.1
583,west,19,0.7248,54,1,1,30.7,1,2,2,2,3,0,5.9
584,west,3,0.742,27,1,1,32.3,5,3,4,5,4,1,6.6
585,west,28,0.8492,45,0,3,19.7,1,1,1,1,2,0,4.0
586,Midwest ,6,1.0143,REFUSED,1,3,50.2,2,3,4,5,4,1,7.6
587,west,26,0.7818,70,1,1,101.4,1,4,4,4,4,0,9.7
588,SOUTH,26,0.9052,28,0,3,37.6,4,5,5,2,4,1,5.9
589,SOUTH,16,0.7843,59,1,2,36.7,1,2,1,1,3,0,6.4
590,SOUTH,10,0.9498,42,0,1,17.7,1,4,2,4,3,0,6.7
591,west,15,0.7107,46,1,3,31.6,3,4,2,5,4,0,6.0
592,Midwest ,16,0.8716,60,0,1,25.3,5,5,4,5,4,0,5.1
593, northeast,12,1.3937,48,1,4,20.4,4,4,4,5,4,0,6.0
594, northeast,11,1.5828,72,0,2,65.2,5,4,5,5,4,1,7.1
595, northeast,11,1.6246,64,1,3,35.4,5,2,5,5,4,1,7.1
596,west,29,0.8825,42,1,2,27.2,4,1,4,1,4,1,4.8
597,Midwest ,13,1.174,19,0,1,21.5,1,1,2,2,2,0,5.9
598,west,6,0.6365,38,1,3,78.6,1,2,1,1,3,0,5.8
599,Midwest ,19,1.2876,65,0,3,27.1,1,1,2,3,2,1,5.7
600,west,7,0.6288,54,0,4,27.3,-99,1,2,3,4,1,4.9
601,west,11,0.7666,18,0,4,18.6,5,4,2,4,4,0,7.5
602,SOUTH,2,0.9321,83,1,2,39.3,-99,1,1,1,2,1,6.4
603,SOUTH,23,0.6786,33,0,2,37.2,5,4,4,-99,4,0,7.1
604,SOUTH,6,0.6788,56,0,3,70.7,5,4,5,3,4,1,7.3
605,west,26,0.7795,34,1,2,44.2,2,3,1,3,2,1,7.7
606,west,6,0.5651,54,1,3,37.6,3,2,-99,3,4,1,6.8
607,Midwest ,22,1.2494,36,0,4,95.9,2,1,1,2,4,1,4.1
608, northeast,13,1.3154,33,0,4,37.8,5,5,5,5,4,1,8.5
609, northeast,19,1.0473,51,1,3,35.8,4,5,4,5,3,0,5.2
610,west,3,0.7425,54,0,2,N/A,4,5,5,3,4,0,7.8
611,west,19,0.6924,39,0,2,48.8,5,5,3,3,4,1,6.1
612,SOUTH,29,0.8725,37,0,3,46.9,1,3,1,2,4,0,4.6
613,Midwest ,22,1.0238,18,0,3,24.6,2,4,1,4,3,1,7.9
614, northeast,29,1.4154,62,1,3,40.0,1,3,2,3,4,1,6.5
615,Midwest ,24,1.0746,52,0,3,31.9,4,5,4,3,4,1,6.6
616,SOUTH,19,0.7342,48,0,3,67.3,4,3,2,5,4,0,4.7
617,west,28,0.7718,30,1,3,62.4,5,5,5,5,4,1,7.8
618, northeast,14,1.2804,47,1,3,26.3,4,3,5,4,4,0,8.5
619, northeast,28,1.3809,43,1,3,74.5,2,5,5,5,4,1,7.5
620,Midwest ,19,1.2078,32,1,2,41.2,2,3,3,5,4,0,6.2
621,west,28,1.0586,68,1,4,31.0,5,5,5,5,4,1,7.8
622,Midwest ,27,1.3482,54,0,3,39.7,3,5,3,4,4,1,6.7
623,Midwest ,25,1.1855,45,0,4,21.8,5,5,3,5,2,1,6.4
624,SOUTH,22,1.0607,67,1,2,50.5,1,2,2,2,3,1,4.1
625,Midwest ,27,1.3261,73,0,4,28.9,-99,2,2,5,4,1,8.5
626,Midwest ,22,0.8904,65,1,2,34.4,5,3,3,4,4,1,7.8
627,SOUTH,30,0.9116,79,0,4,18.3,5,5,2,5,4,1,8.1
628,SOUTH,11,0.9764,61,0,3,37.5,4,5,2,5,4,1,6.7
629, northeast,18,1.3599,63,0,2,60.4,1,3,2,1,4,1,5.6
630,SOUTH,26,0.6351,48,1,4,25.7,3,3,4,4,4,1,7.6
631,SOUTH,2,0.9569,REFUSED,1,2,N/A,5,5,4,5,4,0,6.2
632,west,22,0.7775,63,1,2,N/A,1,5,4,1,4,1,5.7
633,SOUTH,23,0.8297,45,0,5,42.9,4,4,3,1,4,1,6.8
634,SOUTH,29,1.0508,68,0,4,17.5,1,3,3,1,4,1,4.1
635,west,11,0.8921,REFUSED,1,3,76.9,4,3,3,2,4,1,6.3
636,west,4,0.7717,29,0,2,48.7,3,2,1,3,4,1,7.7
637,west,28,0.8997,49,1,3,30.3,5,4,5,5,4,1,8.9
638,west,16,0.7628,45,1,1,52.0,1,2,2,1,3,0,5.2
639,SOUTH,12,0.8914,33,1,2,35.6,1,2,4,2,3,1,7.5
640,west,27,0.8628,34,0,4,23.0,5,1,5,2,4,0,4.4
641,west,3,0.6473,36,1,3,55.2,5,3,3,5,4,1,6.3
642, northeast,26,1.2984,REFUSED,1,2,15.0,4,4,5,4,4,1,5.7
643,west,11,0.9773,39,1,2,29.2,5,2,5,1,4,1,7.3
644, northeast,9,1.3183,51,0,3,65.2,3,5,3,3,4,0,6.4
645,SOUTH,30,0.9397,18,0,3,55.5,1,3,3,1,3,0,7.5
646, northeast,14,1.3833,45,0,4,39.7,2,3,4,5,4,1,8.7
647, northeast,8,1.1599,REFUSED,1,2,16.3,2,3,1,1,2,0,5.0
648,Midwest ,30,1.1123,REFUSED,0,4,34.6,3,4,5,4,4,1,8.3
649, northeast,25,1.1342,34,0,3,46.4,4,2,2,2,4,0,4.3
650, northeast,21,1.6357,18,1,2,47.8,-99,5,3,5,4,1,8.0
651,Midwest ,22,1.1842,48,1,4,18.1,1,3,2,4,1,1,7.0
652,west,13,0.7844,52,0,3,17.9,-99,2,1,1,4,0,7.0
653, northeast,21,1.0328,30,0,4,22.7,3,3,1,4,4,1,7.6
654,west,24,0.5629,43,1,2,55.2,3,3,5,3,4,0,6.7
655,west,1,0.7795,18,1,1,42.3,3,5,5,4,4,0,4.8
656,west,12,0.8522,66,0,3,10.4,5,3,1,5,4,1,6.6
657,west,11,0.7126,50,0,3,61.8,1,2,1,1,4,0,5.5
658,SOUTH,5,0.8605,33,1,3,47.6,2,1,3,3,4,0,4.6
659, northeast,21,1.2794,38,0,1,32.2,2,5,2,1,4,1,5.7
660, northeast,20,1.7445,39,0,3,32.2,1,3,1,-99,2,1,8.5
661,Midwest ,25,1.2954,66,1,4,30.4,2,3,5,5,4,1,4.4
662, northeast,3,1.4633,41,1,1,23.9,1,3,4,5,4,1,6.0
663,west,11,0.7464,47,0,3,23.6,5,3,5,4,4,0,7.9
664, northeast,10,1.4927,34,0,1,44.5,5,4,5,4,4,1,5.4
665,west,6,0.7423,58,1,3,15.5,4,3,5,5,4,1,6.0
666,Midwest ,15,0.8331,45,1,1,20.0,1,2,1,3,1,0,5.3
667, northeast,16,1.3102,72,0,3,13.2,3,4,4,4,4,1,4.3
668,west,13,0.9714,44,0,2,53.3,3,2,2,5,4,1,6.5
669,SOUTH,2,0.8981,41,0,4,13.9,3,1,1,2,3,1,8.0
670,Midwest ,23,1.2225,21,1,2,60.2,5,1,5,5,4,0,8.0
671,Midwest ,24,1.2393,50,0,4,66.4,3,4,4,1,4,0,4.3
672,west,8,1.0193,REFUSED,0,3,49.8,5,4,3,3,4,1,4.0
673,Midwest ,11,0.9865,18,1,3,29.2,1,1,1,1,4,0,5.8
674,SOUTH,2,0.9655,31,0,3,66.3,5,4,5,5,4,1,7.4
675, northeast,26,1.1427,66,0,3,7.1,5,4,2,3,4,1,5.8
676,SOUTH,8,0.8375,18,1,4,16.3,5,4,3,1,4,0,4.3
677,Midwest ,28,0.8007,59,0,3,13.0,4,5,3,2,4,1,4.0
678,west,2,0.6218,59,0,3,63.0,2,1,-99,4,4,1,6.3
679, northeast,22,1.1343,75,0,2,77.2,5,4,3,3,4,1,7.2
680,Midwest ,28,0.9342,53,1,3,21.2,2,2,2,5,3,0,7.9
681, northeast,13,1.2019,34,1,4,29.3,1,2,5,4,4,1,9.7
682,SOUTH,2,0.8953,33,0,5,54.9,2,2,4,1,4,0,5.8
683,west,8,0.6173,22,0,2,30.3,-99,3,5,2,4,0,7.1
684, northeast,14,1.5096,48,0,3,15.2,2,4,4,1,4,1,5.6
685, northeast,30,1.4819,67,1,3,22.4,5,4,5,4,4,1,4.5
686,SOUTH,7,0.9309,71,0,4,42.5,1,1,1,1,2,1,5.7
687,west,5,0.8061,27,1,2,30.9,3,5,4,4,4,0,4.2
688,Midwest ,7,1.0752,29,0,2,31.4,1,4,4,5,3,1,10.0
689, northeast,20,1.4297,52,1,2,14.2,1,3,4,1,3,0,6.5
690,west,20,0.6507,66,1,1,57.5,5,4,2,3,4,1,5.3
691,SOUTH,20,0.7396,57,0,1,23.7,4,2,2,3,4,1,6.6
692,west,12,0.7246,37,0,2,N/A,3,4,1,2,4,1,5.7
693,SOUTH,21,0.8229,33,1,2,71.5,2,4,5,4,2,1,5.5
694, northeast,10,1.0774,73,0,2,39.2,1,2,2,3,4,1,4.4
695, northeast,30,1.0754,30,1,2,11.8,1,1,1,1,3,1,5.3
696, northeast,5,1.3106,43,1,4,36.3,3,2,2,5,4,1,7.2
697, northeast,26,1.17,68,0,3,39.1,4,5,5,4,4,1,8.8
698, northeast,16,1.2913,55,0,2,80.8,4,-99,1,1,4,1,5.7
699,SOUTH,20,1.0115,58,1,1,4.5,2,2,4,3,4,1,7.1
700,Midwest ,6,1.0991,23,1,2,79.5,1,3,2,-99,3,0,6.9
701,Midwest ,11,1.1449,42,0,3,20.4,2,1,4,2,4,1,4.5
